
iter 0: loss 7.4320, time 10319.77ms, mfu -100.00%
iter 900: loss 1.0898, time 4542.75ms, mfu 5.08%
iter 901: loss 1.1764, time 1192.44ms, mfu 5.12%
iter 902: loss 1.2071, time 1192.56ms, mfu 5.16%
iter 903: loss 1.1963, time 1190.19ms, mfu 5.20%
iter 904: loss 1.0381, time 1194.96ms, mfu 5.22%
iter 905: loss 1.1179, time 1190.85ms, mfu 5.25%
iter 906: loss 1.2009, time 1193.36ms, mfu 5.28%
iter 907: loss 1.3404, time 1190.57ms, mfu 5.30%
iter 908: loss 1.1501, time 1195.66ms, mfu 5.32%
iter 909: loss 1.2797, time 1191.58ms, mfu 5.33%
iter 910: loss 1.2655, time 1193.31ms, mfu 5.35%
iter 911: loss 1.2345, time 1191.48ms, mfu 5.36%
iter 912: loss 1.2307, time 1193.15ms, mfu 5.38%
iter 913: loss 1.2429, time 1191.15ms, mfu 5.39%
iter 914: loss 1.3007, time 1197.45ms, mfu 5.40%
iter 915: loss 1.1035, time 1191.67ms, mfu 5.41%
iter 916: loss 1.0794, time 1191.19ms, mfu 5.42%
iter 917: loss 1.2278, time 1191.87ms, mfu 5.42%
iter 918: loss 1.1900, time 1197.67ms, mfu 5.43%
iter 919: loss 1.2187, time 1189.83ms, mfu 5.44%
iter 920: loss 1.2241, time 1192.85ms, mfu 5.44%
iter 921: loss 1.2973, time 1193.95ms, mfu 5.45%
iter 922: loss 1.2250, time 1192.90ms, mfu 5.45%
iter 923: loss 1.2686, time 1190.87ms, mfu 5.46%
iter 924: loss 1.2641, time 1194.89ms, mfu 5.46%
iter 925: loss 1.1092, time 1190.29ms, mfu 5.46%
iter 926: loss 1.2722, time 1195.27ms, mfu 5.46%
iter 927: loss 1.0968, time 1192.70ms, mfu 5.47%
iter 928: loss 1.2527, time 1194.81ms, mfu 5.47%
iter 929: loss 1.2266, time 1194.51ms, mfu 5.47%
iter 930: loss 1.2593, time 1191.50ms, mfu 5.47%
iter 931: loss 1.3531, time 1193.94ms, mfu 5.47%
iter 932: loss 1.3853, time 1192.41ms, mfu 5.48%
iter 933: loss 1.1556, time 1194.29ms, mfu 5.48%
iter 934: loss 1.2779, time 1197.62ms, mfu 5.48%
iter 935: loss 1.1633, time 1187.10ms, mfu 5.48%
iter 936: loss 0.9716, time 1195.22ms, mfu 5.48%
iter 937: loss 1.2543, time 1192.36ms, mfu 5.48%
iter 938: loss 1.3381, time 1192.19ms, mfu 5.48%
iter 939: loss 1.2789, time 1194.32ms, mfu 5.48%
iter 940: loss 1.2462, time 1194.57ms, mfu 5.48%
iter 941: loss 1.1366, time 1194.43ms, mfu 5.48%
iter 942: loss 1.1858, time 1192.80ms, mfu 5.48%
iter 943: loss 1.3024, time 1192.38ms, mfu 5.49%
iter 944: loss 1.1996, time 1194.97ms, mfu 5.48%
iter 945: loss 1.2298, time 1190.54ms, mfu 5.49%
iter 946: loss 1.2908, time 1194.37ms, mfu 5.49%
iter 947: loss 1.1518, time 1191.55ms, mfu 5.49%
iter 948: loss 1.1613, time 1195.39ms, mfu 5.49%
iter 949: loss 1.2652, time 1192.06ms, mfu 5.49%
iter 950: loss 1.2781, time 1195.27ms, mfu 5.49%
iter 951: loss 1.1865, time 1192.48ms, mfu 5.49%
iter 952: loss 1.2870, time 1193.98ms, mfu 5.49%
iter 953: loss 1.2643, time 1191.99ms, mfu 5.49%
iter 954: loss 1.2176, time 1195.03ms, mfu 5.49%
iter 955: loss 1.1673, time 1192.03ms, mfu 5.49%
iter 956: loss 1.1455, time 1196.92ms, mfu 5.49%
iter 957: loss 1.3269, time 1194.87ms, mfu 5.49%
iter 958: loss 1.2679, time 1192.28ms, mfu 5.49%
iter 959: loss 1.1424, time 1192.46ms, mfu 5.49%
iter 960: loss 1.2975, time 1196.34ms, mfu 5.49%
iter 961: loss 1.1907, time 1193.58ms, mfu 5.49%
iter 962: loss 1.3401, time 1192.75ms, mfu 5.49%
iter 963: loss 1.1845, time 1190.76ms, mfu 5.49%
iter 964: loss 1.0657, time 1194.59ms, mfu 5.49%
iter 965: loss 1.1523, time 1193.15ms, mfu 5.49%
iter 966: loss 1.2011, time 1191.84ms, mfu 5.49%
iter 967: loss 1.1071, time 1191.13ms, mfu 5.49%
iter 968: loss 1.2512, time 1196.72ms, mfu 5.49%
iter 969: loss 1.2627, time 1191.70ms, mfu 5.49%
iter 970: loss 1.2375, time 1195.26ms, mfu 5.49%
iter 971: loss 1.1514, time 1192.66ms, mfu 5.49%
iter 972: loss 1.1974, time 1196.78ms, mfu 5.49%
iter 973: loss 1.2776, time 1191.02ms, mfu 5.49%
iter 974: loss 1.1597, time 1193.55ms, mfu 5.49%
iter 975: loss 1.0937, time 1194.91ms, mfu 5.49%
iter 976: loss 1.2216, time 1192.96ms, mfu 5.49%
iter 977: loss 1.1010, time 1193.87ms, mfu 5.49%
iter 978: loss 1.2382, time 1198.27ms, mfu 5.49%
iter 979: loss 1.1665, time 1192.13ms, mfu 5.49%
iter 980: loss 1.1681, time 1194.88ms, mfu 5.49%
iter 981: loss 1.1395, time 1191.68ms, mfu 5.49%
iter 982: loss 1.1822, time 1193.80ms, mfu 5.49%
iter 983: loss 1.1623, time 1194.16ms, mfu 5.49%
iter 984: loss 1.0358, time 1191.05ms, mfu 5.49%
iter 985: loss 1.2036, time 1196.56ms, mfu 5.49%
iter 986: loss 1.1237, time 1193.75ms, mfu 5.49%
iter 987: loss 1.0793, time 1193.54ms, mfu 5.49%
iter 988: loss 1.1577, time 1194.64ms, mfu 5.49%
iter 989: loss 1.1812, time 1192.80ms, mfu 5.49%
iter 990: loss 1.3523, time 1194.64ms, mfu 5.49%
iter 991: loss 0.9528, time 1191.91ms, mfu 5.49%
iter 992: loss 1.1251, time 1191.99ms, mfu 5.49%
iter 993: loss 1.2518, time 1192.00ms, mfu 5.49%
iter 994: loss 1.2143, time 1194.47ms, mfu 5.49%
iter 995: loss 1.3194, time 1191.69ms, mfu 5.49%
iter 996: loss 1.2391, time 1196.16ms, mfu 5.49%
iter 997: loss 1.3282, time 1190.52ms, mfu 5.49%
iter 998: loss 1.1369, time 1194.81ms, mfu 5.49%
iter 999: loss 1.2411, time 1194.58ms, mfu 5.49%
iter 1000: loss 1.1889, time 3655.48ms, mfu 5.12%
